1665906554,4.785123966942144
1665906675,4.912500000000002
1665906796,4.720661157024792
1665906917,4.974166666666668
1665907038,4.586776859504135
1665907159,4.569421487603306
1665907280,4.668333333333334
1665907401,4.506611570247933
1665907522,4.765833333333335
1665907643,5.033884297520661
1665907764,5.170833333333331
1665907885,4.884297520661156
1665908006,4.97685950413223
1665908127,5.08083333333333
1665908248,4.680991735537193
1665908369,5.0808333333333335
1665908490,5.002479338842971
1665908611,4.827500000000005
1665908732,4.92809917355372
1665908853,4.873553719008268
1665908974,5.340000000000002
1665909095,5.4917355371900864
1665909216,5.155
1665909337,5.173553719008262
1665909458,5.3866666666666685
1665909579,5.841322314049591
1665909700,5.464462809917355
1665909821,5.174166666666668
1665909942,5.053719008264465
1665910063,5.125833333333332
